"sample_date","location_id","lat","lon","target_name","ct_value"
2017-06-13,2,23.8,90.38,"target_1",27.6388732821592
2017-06-13,2,23.8,90.38,"target_1",28.2191272911222
2017-06-13,2,23.8,90.38,"target_2",30.4507517176347
2017-06-13,2,23.8,90.38,"target_2",30.9697124980751
2017-06-13,2,23.8,90.38,"target_3",29.4709840365314
2017-06-13,2,23.8,90.38,"target_3",NA
2017-06-13,3,23.81,90.37,"target_0",29.6546634874726
2017-06-13,3,23.81,90.37,"target_0",29.9532851552913
2017-06-13,3,23.81,90.37,"target_1",26.8450640387441
2017-06-13,3,23.81,90.37,"target_2",30.6612463881191
2017-06-13,3,23.81,90.37,"target_3",NA
2017-06-14,1,23.8,90.37,"target_0",29.8962602485263
2017-06-14,1,23.8,90.37,"target_0",30.2980677129663
2017-06-14,1,23.8,90.37,"target_0",NA
2017-06-14,1,23.8,90.37,"target_0",NA
2017-06-14,1,23.8,90.37,"target_1",NA
2017-06-14,1,23.8,90.37,"target_1",28.1892809206241
2017-06-14,1,23.8,90.37,"target_2",30.5087352206103
2017-06-14,1,23.8,90.37,"target_2",NA
2017-06-14,1,23.8,90.37,"target_3",29.5871926756121
2017-06-14,1,23.8,90.37,"target_3",29.6079029055856
2017-06-14,2,23.8,90.38,"target_0",29.1549794522404
2017-06-14,2,23.8,90.38,"target_0",29.6431016649524
2017-06-14,2,23.8,90.38,"target_0",NA
2017-06-14,2,23.8,90.38,"target_0",30.5973227741145
2017-06-14,2,23.8,90.38,"target_1",27.643767952848
2017-06-14,2,23.8,90.38,"target_1",NA
2017-06-14,2,23.8,90.38,"target_2",NA
2017-06-14,2,23.8,90.38,"target_2",NA
2017-06-14,2,23.8,90.38,"target_3",29.497627874862
2017-06-14,2,23.8,90.38,"target_3",NA
2017-06-14,3,23.81,90.37,"target_0",29.3121843759628
2017-06-14,3,23.81,90.37,"target_0",NA
2017-06-14,3,23.81,90.37,"target_0",29.2966857866955
2017-06-14,3,23.81,90.37,"target_0",30.6310080873012
2017-06-14,3,23.81,90.37,"target_1",NA
2017-06-14,3,23.81,90.37,"target_1",NA
2017-06-14,3,23.81,90.37,"target_2",NA
2017-06-14,3,23.81,90.37,"target_2",NA
2017-06-14,3,23.81,90.37,"target_3",29.6623144215024
2017-06-14,3,23.81,90.37,"target_3",30.8933986086517
2017-06-15,1,23.8,90.37,"target_0",31.063267291594
2017-06-15,1,23.8,90.37,"target_0",31.0531482241476
2017-06-15,1,23.8,90.37,"target_1",29.1477836398801
2017-06-15,1,23.8,90.37,"target_2",31.3898781912046
2017-06-15,1,23.8,90.37,"target_3",30.6689699608049
2017-06-15,2,23.8,90.38,"target_0",NA
2017-06-15,2,23.8,90.38,"target_0",29.4048408782047
2017-06-15,2,23.8,90.38,"target_1",28.1946768449225
2017-06-15,2,23.8,90.38,"target_2",30.9645533144841
2017-06-15,2,23.8,90.38,"target_3",30.0413638595857
2017-06-15,3,23.81,90.37,"target_0",28.8916180357761
2017-06-15,3,23.81,90.37,"target_0",30.5615917106817
2017-06-15,3,23.81,90.37,"target_1",NA
2017-06-15,3,23.81,90.37,"target_2",32.1400367818326
2017-06-15,3,23.81,90.37,"target_3",NA
2017-06-16,1,23.8,90.37,"target_0",29.8632880455792
2017-06-16,1,23.8,90.37,"target_0",NA
2017-06-16,1,23.8,90.37,"target_1",30.2112632859122
2017-06-16,1,23.8,90.37,"target_2",32.3404427420948
2017-06-16,1,23.8,90.37,"target_3",NA
2017-06-16,2,23.8,90.38,"target_0",30.089098617791
2017-06-16,2,23.8,90.38,"target_0",NA
2017-06-16,2,23.8,90.38,"target_1",NA
2017-06-16,2,23.8,90.38,"target_2",30.4779993584054
2017-06-16,2,23.8,90.38,"target_3",29.5299148963663
2017-06-17,1,23.8,90.37,"target_0",30.5052296752683
2017-06-17,1,23.8,90.37,"target_0",NA
2017-06-17,1,23.8,90.37,"target_0",NA
2017-06-17,1,23.8,90.37,"target_0",30.0923896667447
2017-06-17,1,23.8,90.37,"target_1",NA
2017-06-17,1,23.8,90.37,"target_1",NA
2017-06-17,1,23.8,90.37,"target_2",NA
2017-06-17,1,23.8,90.37,"target_2",31.276125031198
2017-06-17,1,23.8,90.37,"target_3",30.8259511896698
2017-06-17,1,23.8,90.37,"target_3",30.604907968728
2017-06-17,2,23.8,90.38,"target_0",NA
2017-06-17,2,23.8,90.38,"target_0",NA
2017-06-17,2,23.8,90.38,"target_0",29.2921810293522
2017-06-17,2,23.8,90.38,"target_0",NA
2017-06-17,2,23.8,90.38,"target_1",NA
2017-06-17,2,23.8,90.38,"target_1",27.934281113929
2017-06-17,2,23.8,90.38,"target_2",30.4990568119083
2017-06-17,2,23.8,90.38,"target_2",30.7530626461034
2017-06-17,2,23.8,90.38,"target_3",29.5632490281256
2017-06-17,2,23.8,90.38,"target_3",29.8411556983266
2017-06-17,3,23.81,90.37,"target_0",NA
2017-06-17,3,23.81,90.37,"target_0",30.1726543293361
2017-06-17,3,23.81,90.37,"target_1",27.1008200761077
2017-06-17,3,23.81,90.37,"target_2",NA
2017-06-17,3,23.81,90.37,"target_3",29.8010148755826
2017-06-20,1,23.8,90.37,"target_0",30.188936232942
2017-06-20,1,23.8,90.37,"target_0",NA
2017-06-20,1,23.8,90.37,"target_1",NA
2017-06-20,1,23.8,90.37,"target_2",NA
2017-06-20,1,23.8,90.37,"target_3",30.0369496774703
2017-06-20,2,23.8,90.38,"target_0",29.7736839020479
2017-06-20,2,23.8,90.38,"target_0",29.9479546953022
2017-06-20,2,23.8,90.38,"target_0",29.9748144621641
2017-06-20,2,23.8,90.38,"target_0",29.1612793229265
2017-06-20,2,23.8,90.38,"target_1",NA
2017-06-20,2,23.8,90.38,"target_1",28.7261541256986
2017-06-20,2,23.8,90.38,"target_2",29.9345491159336
2017-06-20,2,23.8,90.38,"target_2",31.4546579445523
2017-06-20,2,23.8,90.38,"target_3",28.9614947913263
2017-06-20,2,23.8,90.38,"target_3",30.674853336864
2017-06-20,3,23.81,90.37,"target_0",29.5544361472437
2017-06-20,3,23.81,90.37,"target_0",29.8160862262832
2017-06-20,3,23.81,90.37,"target_1",NA
2017-06-20,3,23.81,90.37,"target_2",NA
2017-06-20,3,23.81,90.37,"target_3",NA
2017-06-21,1,23.8,90.37,"target_0",29.8729335669866
2017-06-21,1,23.8,90.37,"target_0",30.8330613052057
2017-06-21,1,23.8,90.37,"target_0",29.9444398662117
2017-06-21,1,23.8,90.37,"target_0",30.9009980943584
2017-06-21,1,23.8,90.37,"target_1",NA
2017-06-21,1,23.8,90.37,"target_1",NA
2017-06-21,1,23.8,90.37,"target_2",31.481782625117
2017-06-21,1,23.8,90.37,"target_2",31.6239284517646
2017-06-21,1,23.8,90.37,"target_3",31.0067018393252
2017-06-21,1,23.8,90.37,"target_3",31.1830286367792
2017-06-21,2,23.8,90.38,"target_0",29.6985478228334
2017-06-21,2,23.8,90.38,"target_0",NA
2017-06-21,2,23.8,90.38,"target_0",30.4168335709884
2017-06-21,2,23.8,90.38,"target_0",30.5063531104755
2017-06-21,2,23.8,90.38,"target_1",NA
2017-06-21,2,23.8,90.38,"target_1",27.2228323517927
2017-06-21,2,23.8,90.38,"target_2",NA
2017-06-21,2,23.8,90.38,"target_2",30.1781143437223
2017-06-21,2,23.8,90.38,"target_3",30.4531416681342
2017-06-21,2,23.8,90.38,"target_3",29.2460633474563
2017-06-21,3,23.81,90.37,"target_0",NA
2017-06-21,3,23.81,90.37,"target_0",NA
2017-06-21,3,23.81,90.37,"target_0",NA
2017-06-21,3,23.81,90.37,"target_0",NA
2017-06-21,3,23.81,90.37,"target_1",28.0308048279411
2017-06-21,3,23.81,90.37,"target_1",NA
2017-06-21,3,23.81,90.37,"target_2",31.5416010959714
2017-06-21,3,23.81,90.37,"target_2",30.2703984565064
2017-06-21,3,23.81,90.37,"target_3",NA
2017-06-21,3,23.81,90.37,"target_3",NA
2017-06-22,1,23.8,90.37,"target_0",30.4664185686733
2017-06-22,1,23.8,90.37,"target_0",NA
2017-06-22,1,23.8,90.37,"target_1",28.3863273189625
2017-06-22,1,23.8,90.37,"target_2",30.9259930347108
2017-06-22,1,23.8,90.37,"target_3",30.352859546509
2017-06-22,2,23.8,90.38,"target_0",29.9460866371274
2017-06-22,2,23.8,90.38,"target_0",30.5822511886547
2017-06-22,2,23.8,90.38,"target_1",NA
2017-06-22,2,23.8,90.38,"target_2",31.5575495499868
2017-06-22,2,23.8,90.38,"target_3",NA
2017-06-22,3,23.81,90.37,"target_0",NA
2017-06-22,3,23.81,90.37,"target_0",29.3207521956224
2017-06-22,3,23.81,90.37,"target_1",NA
2017-06-22,3,23.81,90.37,"target_2",NA
2017-06-22,3,23.81,90.37,"target_3",NA
2017-06-23,1,23.8,90.37,"target_0",NA
2017-06-23,1,23.8,90.37,"target_0",NA
2017-06-23,1,23.8,90.37,"target_1",28.4415677995099
2017-06-23,1,23.8,90.37,"target_2",NA
2017-06-23,1,23.8,90.37,"target_3",30.4793873486354
2017-06-23,2,23.8,90.38,"target_0",NA
2017-06-23,2,23.8,90.38,"target_0",NA
2017-06-23,2,23.8,90.38,"target_1",28.2308686436639
2017-06-23,2,23.8,90.38,"target_2",31.0442634282888
2017-06-23,2,23.8,90.38,"target_3",30.2704843320034
2017-06-24,1,23.8,90.37,"target_0",30.1962133086143
2017-06-24,1,23.8,90.37,"target_0",NA
2017-06-24,1,23.8,90.37,"target_0",29.6847221579162
2017-06-24,1,23.8,90.37,"target_0",NA
2017-06-24,1,23.8,90.37,"target_1",28.1778048819063
2017-06-24,1,23.8,90.37,"target_1",29.2829325698976
2017-06-24,1,23.8,90.37,"target_2",NA
2017-06-24,1,23.8,90.37,"target_2",31.7408833801764
2017-06-24,1,23.8,90.37,"target_3",NA
2017-06-24,1,23.8,90.37,"target_3",NA
2017-06-24,2,23.8,90.38,"target_0",30.2524137138202
2017-06-24,2,23.8,90.38,"target_0",30.4971875099385
2017-06-24,2,23.8,90.38,"target_0",30.301214331941
2017-06-24,2,23.8,90.38,"target_0",29.6164362841828
2017-06-24,2,23.8,90.38,"target_1",NA
2017-06-24,2,23.8,90.38,"target_1",28.0017899821231
2017-06-24,2,23.8,90.38,"target_2",NA
2017-06-24,2,23.8,90.38,"target_2",30.8541379635042
2017-06-24,2,23.8,90.38,"target_3",31.7946728717755
2017-06-24,2,23.8,90.38,"target_3",30.0711041165008
2017-06-24,3,23.81,90.37,"target_0",29.4181532598062
2017-06-24,3,23.81,90.37,"target_0",29.5616494226968
2017-06-24,3,23.81,90.37,"target_1",26.7748175213865
2017-06-24,3,23.81,90.37,"target_2",30.0766737226245
2017-06-24,3,23.81,90.37,"target_3",29.3572122191283
2017-06-27,1,23.8,90.37,"target_0",30.0370105682191
2017-06-27,1,23.8,90.37,"target_0",30.1584000777244
2017-06-27,1,23.8,90.37,"target_1",27.5142005313324
2017-06-27,1,23.8,90.37,"target_2",30.2829663381686
2017-06-27,1,23.8,90.37,"target_3",29.738434825061
2017-06-27,2,23.8,90.38,"target_0",NA
2017-06-27,2,23.8,90.38,"target_0",30.7445709480506
2017-06-27,2,23.8,90.38,"target_0",30.7738668945546
2017-06-27,2,23.8,90.38,"target_0",31.1789139285594
2017-06-27,2,23.8,90.38,"target_1",NA
2017-06-27,2,23.8,90.38,"target_1",NA
2017-06-27,2,23.8,90.38,"target_2",32.2762607078555
2017-06-27,2,23.8,90.38,"target_2",NA
2017-06-27,2,23.8,90.38,"target_3",NA
2017-06-27,2,23.8,90.38,"target_3",NA
2017-06-27,3,23.81,90.37,"target_0",NA
2017-06-27,3,23.81,90.37,"target_0",NA
2017-06-27,3,23.81,90.37,"target_1",28.5487875115815
2017-06-27,3,23.81,90.37,"target_2",31.7915604306222
2017-06-27,3,23.81,90.37,"target_3",31.3147621756967
2017-06-28,1,23.8,90.37,"target_0",30.3059092720255
2017-06-28,1,23.8,90.37,"target_0",29.9295456832827
2017-06-28,1,23.8,90.37,"target_0",30.432631786646
2017-06-28,1,23.8,90.37,"target_0",30.4959494835093
2017-06-28,1,23.8,90.37,"target_1",27.9846240995742
2017-06-28,1,23.8,90.37,"target_1",27.7327364958629
2017-06-28,1,23.8,90.37,"target_2",NA
2017-06-28,1,23.8,90.37,"target_2",NA
2017-06-28,1,23.8,90.37,"target_3",30.3118737245259
2017-06-28,1,23.8,90.37,"target_3",30.0377232907976
2017-06-28,2,23.8,90.38,"target_0",30.7539434278078
2017-06-28,2,23.8,90.38,"target_0",30.3145308942534
2017-06-28,2,23.8,90.38,"target_0",NA
2017-06-28,2,23.8,90.38,"target_0",NA
2017-06-28,2,23.8,90.38,"target_1",27.5340282772166
2017-06-28,2,23.8,90.38,"target_1",29.2907846830999
2017-06-28,2,23.8,90.38,"target_2",30.4579443526434
2017-06-28,2,23.8,90.38,"target_2",31.9530837131111
2017-06-28,2,23.8,90.38,"target_3",NA
2017-06-28,2,23.8,90.38,"target_3",31.4337526767453
2017-06-28,3,23.81,90.37,"target_0",29.7117267968782
2017-06-28,3,23.81,90.37,"target_0",NA
2017-06-28,3,23.81,90.37,"target_0",29.7314724460592
2017-06-28,3,23.81,90.37,"target_0",30.2002142344272
2017-06-28,3,23.81,90.37,"target_1",27.363109999356
2017-06-28,3,23.81,90.37,"target_1",29.1100690631558
2017-06-28,3,23.81,90.37,"target_2",30.5021956054915
2017-06-28,3,23.81,90.37,"target_2",32.3324442525641
2017-06-28,3,23.81,90.37,"target_3",NA
2017-06-28,3,23.81,90.37,"target_3",31.929289803353
2017-06-29,1,23.8,90.37,"target_0",30.4265666243716
2017-06-29,1,23.8,90.37,"target_0",NA
2017-06-29,1,23.8,90.37,"target_1",28.1235479535995
2017-06-29,1,23.8,90.37,"target_2",NA
2017-06-29,1,23.8,90.37,"target_3",30.5255281997988
2017-06-29,2,23.8,90.38,"target_0",NA
2017-06-29,2,23.8,90.38,"target_0",30.3310936659559
2017-06-29,2,23.8,90.38,"target_1",NA
2017-06-29,2,23.8,90.38,"target_2",NA
2017-06-29,2,23.8,90.38,"target_3",NA
2017-06-29,3,23.81,90.37,"target_0",29.5657679156208
2017-06-29,3,23.81,90.37,"target_0",28.9635468687759
2017-06-29,3,23.81,90.37,"target_1",NA
2017-06-29,3,23.81,90.37,"target_2",31.4826088510192
2017-06-29,3,23.81,90.37,"target_3",NA
2017-06-30,1,23.8,90.37,"target_0",NA
2017-06-30,1,23.8,90.37,"target_0",29.6647947433953
2017-06-30,1,23.8,90.37,"target_1",NA
2017-06-30,1,23.8,90.37,"target_2",31.1048607666344
2017-06-30,1,23.8,90.37,"target_3",30.9061928775424
2017-06-30,2,23.8,90.38,"target_0",NA
2017-06-30,2,23.8,90.38,"target_0",30.584268993863
2017-06-30,2,23.8,90.38,"target_1",28.9470563530791
2017-06-30,2,23.8,90.38,"target_2",31.6672848714409
2017-06-30,2,23.8,90.38,"target_3",31.1426758675105
2017-07-01,1,23.8,90.37,"target_0",30.1442649488865
2017-07-01,1,23.8,90.37,"target_0",NA
2017-07-01,1,23.8,90.37,"target_0",30.6415544428863
2017-07-01,1,23.8,90.37,"target_0",NA
2017-07-01,1,23.8,90.37,"target_1",NA
2017-07-01,1,23.8,90.37,"target_1",28.4916347169865
2017-07-01,1,23.8,90.37,"target_2",NA
2017-07-01,1,23.8,90.37,"target_2",31.1841140831094
2017-07-01,1,23.8,90.37,"target_3",32.7993838438603
2017-07-01,1,23.8,90.37,"target_3",NA
2017-07-01,2,23.8,90.38,"target_0",NA
2017-07-01,2,23.8,90.38,"target_0",30.3360844676765
2017-07-01,2,23.8,90.38,"target_0",30.7939431041281
2017-07-01,2,23.8,90.38,"target_0",31.2885724951394
2017-07-01,2,23.8,90.38,"target_1",NA
2017-07-01,2,23.8,90.38,"target_1",28.7641140072642
2017-07-01,2,23.8,90.38,"target_2",NA
2017-07-01,2,23.8,90.38,"target_2",31.511064269371
2017-07-01,2,23.8,90.38,"target_3",30.8830179570958
2017-07-01,2,23.8,90.38,"target_3",NA
2017-07-01,3,23.81,90.37,"target_0",29.1324271361625
2017-07-01,3,23.81,90.37,"target_0",29.7533293675981
2017-07-01,3,23.81,90.37,"target_1",NA
2017-07-01,3,23.81,90.37,"target_2",NA
2017-07-01,3,23.81,90.37,"target_3",NA
2017-07-04,1,23.8,90.37,"target_0",29.8018721818661
2017-07-04,1,23.8,90.37,"target_0",30.3411975637933
2017-07-04,1,23.8,90.37,"target_1",30.0770059081385
2017-07-04,1,23.8,90.37,"target_2",32.6397441875671
2017-07-04,1,23.8,90.37,"target_3",32.9815487299038
2017-07-04,2,23.8,90.38,"target_0",NA
2017-07-04,2,23.8,90.38,"target_0",31.6205840646522
2017-07-04,2,23.8,90.38,"target_0",30.4355072641054
2017-07-04,2,23.8,90.38,"target_0",30.7598054258227
2017-07-04,2,23.8,90.38,"target_1",28.3906576455111
2017-07-04,2,23.8,90.38,"target_1",27.1017186563116
2017-07-04,2,23.8,90.38,"target_2",31.1767739289642
2017-07-04,2,23.8,90.38,"target_2",NA
2017-07-04,2,23.8,90.38,"target_3",30.6817402876232
2017-07-04,2,23.8,90.38,"target_3",29.415639177209
2017-07-04,3,23.81,90.37,"target_0",NA
2017-07-04,3,23.81,90.37,"target_0",30.0915787831793
2017-07-04,3,23.81,90.37,"target_1",NA
2017-07-04,3,23.81,90.37,"target_2",NA
2017-07-04,3,23.81,90.37,"target_3",31.5158206739756
2017-07-05,1,23.8,90.37,"target_0",NA
2017-07-05,1,23.8,90.37,"target_0",NA
2017-07-05,1,23.8,90.37,"target_1",NA
2017-07-05,1,23.8,90.37,"target_2",32.3108077346083
2017-07-05,1,23.8,90.37,"target_3",NA
2017-07-05,2,23.8,90.38,"target_0",NA
2017-07-05,2,23.8,90.38,"target_0",31.4017873269946
2017-07-05,2,23.8,90.38,"target_0",NA
2017-07-05,2,23.8,90.38,"target_0",NA
2017-07-05,2,23.8,90.38,"target_1",29.2111831847669
2017-07-05,2,23.8,90.38,"target_1",NA
2017-07-05,2,23.8,90.38,"target_2",31.9200771640811
2017-07-05,2,23.8,90.38,"target_2",NA
2017-07-05,2,23.8,90.38,"target_3",NA
2017-07-05,2,23.8,90.38,"target_3",31.7772319619032
2017-07-05,3,23.81,90.37,"target_0",29.7359882696702
2017-07-05,3,23.81,90.37,"target_0",NA
2017-07-05,3,23.81,90.37,"target_0",NA
2017-07-05,3,23.81,90.37,"target_0",29.4120970673188
2017-07-05,3,23.81,90.37,"target_1",29.3175373957715
2017-07-05,3,23.81,90.37,"target_1",NA
2017-07-05,3,23.81,90.37,"target_2",32.2370135277522
2017-07-05,3,23.81,90.37,"target_2",32.5488231128248
2017-07-05,3,23.81,90.37,"target_3",32.0764142398492
2017-07-05,3,23.81,90.37,"target_3",32.3870800331509
2017-07-06,1,23.8,90.37,"target_0",NA
2017-07-06,1,23.8,90.37,"target_0",NA
2017-07-06,1,23.8,90.37,"target_1",28.4735341110018
2017-07-06,1,23.8,90.37,"target_2",NA
2017-07-06,1,23.8,90.37,"target_3",NA
2017-07-06,2,23.8,90.38,"target_0",NA
2017-07-06,2,23.8,90.38,"target_0",31.0090101401317
2017-07-06,2,23.8,90.38,"target_1",NA
2017-07-06,2,23.8,90.38,"target_2",31.2303573851996
2017-07-06,2,23.8,90.38,"target_3",30.7897914038201
2017-07-06,3,23.81,90.37,"target_0",NA
2017-07-06,3,23.81,90.37,"target_0",30.1176808815193
2017-07-06,3,23.81,90.37,"target_1",27.7834069683627
2017-07-06,3,23.81,90.37,"target_2",30.5815239081267
2017-07-06,3,23.81,90.37,"target_3",NA
2017-07-07,1,23.8,90.37,"target_0",NA
2017-07-07,1,23.8,90.37,"target_0",30.5395815356396
2017-07-07,1,23.8,90.37,"target_1",NA
2017-07-07,1,23.8,90.37,"target_2",31.8563377792702
2017-07-07,1,23.8,90.37,"target_3",NA
2017-07-07,2,23.8,90.38,"target_0",30.9585771999714
2017-07-07,2,23.8,90.38,"target_0",NA
2017-07-07,2,23.8,90.38,"target_1",NA
2017-07-07,2,23.8,90.38,"target_2",30.5115047921816
2017-07-07,2,23.8,90.38,"target_3",30.0588178343075
2017-07-08,1,23.8,90.37,"target_0",NA
2017-07-08,1,23.8,90.37,"target_0",NA
2017-07-08,1,23.8,90.37,"target_0",30.167359818548
2017-07-08,1,23.8,90.37,"target_0",29.6635327704086
2017-07-08,1,23.8,90.37,"target_1",29.0458004663906
2017-07-08,1,23.8,90.37,"target_1",28.8011618270634
2017-07-08,1,23.8,90.37,"target_2",31.7320711364989
2017-07-08,1,23.8,90.37,"target_2",NA
2017-07-08,1,23.8,90.37,"target_3",32.0535458029359
2017-07-08,1,23.8,90.37,"target_3",NA
2017-07-08,2,23.8,90.38,"target_0",NA
2017-07-08,2,23.8,90.38,"target_0",NA
2017-07-08,2,23.8,90.38,"target_0",NA
2017-07-08,2,23.8,90.38,"target_0",31.3601709549606
2017-07-08,2,23.8,90.38,"target_1",NA
2017-07-08,2,23.8,90.38,"target_1",NA
2017-07-08,2,23.8,90.38,"target_2",31.4175367473085
2017-07-08,2,23.8,90.38,"target_2",31.9600103487724
2017-07-08,2,23.8,90.38,"target_3",31.0369798131579
2017-07-08,2,23.8,90.38,"target_3",31.6025192002375
2017-07-08,3,23.81,90.37,"target_0",30.0115412252866
2017-07-08,3,23.81,90.37,"target_0",30.0764253246054
2017-07-08,3,23.81,90.37,"target_1",NA
2017-07-08,3,23.81,90.37,"target_2",NA
2017-07-08,3,23.81,90.37,"target_3",31.1537833044891
2017-07-11,1,23.8,90.37,"target_0",NA
2017-07-11,1,23.8,90.37,"target_0",30.6275703745356
2017-07-11,1,23.8,90.37,"target_1",28.7376035623054
2017-07-11,1,23.8,90.37,"target_2",31.435243988868
2017-07-11,1,23.8,90.37,"target_3",NA
2017-07-11,2,23.8,90.38,"target_0",NA
2017-07-11,2,23.8,90.38,"target_0",NA
2017-07-11,2,23.8,90.38,"target_0",31.2011950892486
2017-07-11,2,23.8,90.38,"target_0",NA
2017-07-11,2,23.8,90.38,"target_1",NA
2017-07-11,2,23.8,90.38,"target_1",28.6943522999845
2017-07-11,2,23.8,90.38,"target_2",30.561331859086
2017-07-11,2,23.8,90.38,"target_2",31.4056488090425
2017-07-11,2,23.8,90.38,"target_3",30.2426273312132
2017-07-11,2,23.8,90.38,"target_3",NA
2017-07-11,3,23.81,90.37,"target_0",NA
2017-07-11,3,23.81,90.37,"target_0",NA
2017-07-11,3,23.81,90.37,"target_1",NA
2017-07-11,3,23.81,90.37,"target_2",31.0351544887876
2017-07-11,3,23.81,90.37,"target_3",31.1328002663206
2017-07-13,1,23.8,90.37,"target_0",NA
2017-07-13,1,23.8,90.37,"target_0",NA
2017-07-13,1,23.8,90.37,"target_1",29.2402950258029
2017-07-13,1,23.8,90.37,"target_2",31.8836315652693
2017-07-13,1,23.8,90.37,"target_3",32.486113416009
2017-07-13,2,23.8,90.38,"target_0",31.9490398962549
2017-07-13,2,23.8,90.38,"target_0",31.4759584596201
2017-07-13,2,23.8,90.38,"target_1",27.538806202313
2017-07-13,2,23.8,90.38,"target_2",30.2666736345669
2017-07-13,2,23.8,90.38,"target_3",NA
2017-07-13,3,23.81,90.37,"target_0",28.9831669368067
2017-07-13,3,23.81,90.37,"target_0",NA
2017-07-13,3,23.81,90.37,"target_1",26.9525343788444
2017-07-13,3,23.81,90.37,"target_2",NA
2017-07-13,3,23.81,90.37,"target_3",NA
2017-07-14,1,23.8,90.37,"target_0",NA
2017-07-14,1,23.8,90.37,"target_0",30.2183084939157
2017-07-14,1,23.8,90.37,"target_1",29.7749166997019
2017-07-14,1,23.8,90.37,"target_2",32.3683793350173
2017-07-14,1,23.8,90.37,"target_3",33.1272113963988
2017-07-14,2,23.8,90.38,"target_0",NA
2017-07-14,2,23.8,90.38,"target_0",31.303509103304
2017-07-14,2,23.8,90.38,"target_1",NA
2017-07-14,2,23.8,90.38,"target_2",NA
2017-07-14,2,23.8,90.38,"target_3",NA
2017-07-15,1,23.8,90.37,"target_0",30.4696322599687
2017-07-15,1,23.8,90.37,"target_0",NA
2017-07-15,1,23.8,90.37,"target_0",30.3440954909384
2017-07-15,1,23.8,90.37,"target_0",NA
2017-07-15,1,23.8,90.37,"target_1",29.0645343159429
2017-07-15,1,23.8,90.37,"target_1",27.9443094405355
2017-07-15,1,23.8,90.37,"target_2",31.6886931607173
2017-07-15,1,23.8,90.37,"target_2",30.6441379296265
2017-07-15,1,23.8,90.37,"target_3",NA
2017-07-15,1,23.8,90.37,"target_3",NA
2017-07-15,2,23.8,90.38,"target_0",31.5097800530673
2017-07-15,2,23.8,90.38,"target_0",NA
2017-07-15,2,23.8,90.38,"target_0",31.1315788978371
2017-07-15,2,23.8,90.38,"target_0",NA
2017-07-15,2,23.8,90.38,"target_1",28.2106130106155
2017-07-15,2,23.8,90.38,"target_1",NA
2017-07-15,2,23.8,90.38,"target_2",NA
2017-07-15,2,23.8,90.38,"target_2",30.7935910346473
2017-07-15,2,23.8,90.38,"target_3",NA
2017-07-15,2,23.8,90.38,"target_3",NA
2017-07-15,3,23.81,90.37,"target_0",29.842975817555
2017-07-15,3,23.81,90.37,"target_0",NA
2017-07-15,3,23.81,90.37,"target_1",27.8684553322102
2017-07-15,3,23.81,90.37,"target_2",30.3288748787707
2017-07-15,3,23.81,90.37,"target_3",30.6121769645825
2017-07-18,1,23.8,90.37,"target_0",30.4107243533748
2017-07-18,1,23.8,90.37,"target_0",NA
2017-07-18,1,23.8,90.37,"target_1",28.015977658448
2017-07-18,1,23.8,90.37,"target_2",30.6502885482688
